tripduration,starttime,,,start station name,,,,end station name,,,bikeid,usertype,birth year,gender
1556,2013-06-01 16:51,,,Murray St & West St,,,,12 Ave & W 40 St,,,15352,Customer,NULL,0
4148,2013-06-01 16:51,,,Central Park S & 6 Ave,,,,11 Ave & W 59 St,,,19680,Customer,NULL,0
1358,2013-06-01 16:51,,,1 Ave & E 18 St,,,,W 13 St & 7 Ave,,,17516,Customer,NULL,0
4119,2013-06-01 16:51,,,W 56 St & 10 Ave,,,,11 Ave & W 59 St,,,17376,Customer,NULL,0
1577,2013-06-01 16:51,,,Murray St & West St,,,,12 Ave & W 40 St,,,18867,Customer,NULL,0
759,2013-06-01 16:51,,,E 17 St & Broadway,,,,8 Ave & W 31 St N,,,16988,Customer,NULL,0
292,2013-06-01 16:51,,,Broad St & Bridge St,,,,Broad St & Bridge St,,,15588,Subscriber,1981,1
438,2013-06-01 16:51,,,W 20 St & 8 Ave,,,,Grand St & Greene St,,,17837,Customer,NULL,0
1015,2013-06-01 16:51,,,Pershing Square North,,,,Forsyth St & Canal St,,,18127,Subscriber,1969,1
938,2013-06-01 16:51,,,E 15 St & Irving Pl,,,,Allen St & Rivington St,,,19016,Subscriber,1961,1
893,2013-06-01 16:51,,,Division St & Bowery,,,,E 2 St & Avenue B,,,14761,Customer,NULL,0
2060,2013-06-01 16:47,,,Rivington St & Chrystie St,,,,West Thames St,,,19534,Subscriber,1973,1
737,2013-06-01 16:51,,,E 53 St & Lexington Ave,,,,Broadway & W 56 St,,,17655,Customer,NULL,0
673,2013-06-01 16:52,,,E 17 St & Broadway,,,,E 10 St & Avenue A,,,15279,Customer,NULL,0
619,2013-06-01 16:52,,,Cadman Plaza W & Pierrepont St,,,,Carmine St & 6 Ave,,,14855,Subscriber,1977,1
2497,2013-06-01 16:52,,,8 Ave & W 31 St N,,,,W 45 St & 6 Ave (1),,,15774,Customer,NULL,0
563,2013-06-01 16:52,,,W 14 St & The High Line,,,,W 13 St & 7 Ave,,,16123,Subscriber,1979,2
2289,2013-06-01 16:52,,,11 Ave & W 59 St,,,,Barclay St & Church St,,,16638,Subscriber,1962,1
1124,2013-06-01 16:52,,,Cleveland Pl & Spring St,,,,Broadway & Battery Pl,,,16859,Customer,NULL,0
551,2013-06-01 16:52,,,W 38 St & 8 Ave,,,,Broadway & W 24 St,,,20238,Subscriber,1957,2
2120,2013-06-01 16:52,,,W 25 St & 6 Ave,,,,E 53 St & Madison Ave,,,17476,Subscriber,1979,1
3183,2013-06-01 16:52,,,Henry St & Grand St,,,,E 2 St & Avenue C,,,16547,Subscriber,1969,1
1305,2013-06-01 16:52,,,Broadway & Battery Pl,,,,Spruce St & Nassau St,,,20204,Customer,NULL,0
1277,2013-06-01 16:53,,,Broadway & Battery Pl,,,,Spruce St & Nassau St,,,15906,Customer,NULL,0
1909,2013-06-01 16:53,,,W 13 St & 5 Ave,,,,W 13 St & 7 Ave,,,18463,Customer,NULL,0
1971,2013-06-01 16:53,,,W 39 St & 9 Ave,,,,Lawrence St & Willoughby St,,,15071,Customer,NULL,0
1917,2013-06-01 16:53,,,NYCBS Depot - DEL,,,,Christopher St & Greenwich St,,,18412,Customer,NULL,0
2279,2013-06-01 16:53,,,William St & Pine St,,,,Carlton Ave & Flushing Ave,,,17092,Subscriber,1978,1
3359,2013-06-01 16:53,,,Christopher St & Greenwich St,,,,E 6 St & Avenue D,,,18120,Customer,NULL,0
1001,2013-06-01 16:53,,,W Broadway & Spring St,,,,W 22 St & 8 Ave,,,19871,Customer,NULL,0
3195,2013-06-01 16:53,,,W 52 St & 5 Ave,,,,Greenwich St & North Moore St,,,16650,Subscriber,1978,1
1678,2013-06-01 16:54,,,E 10 St & 5 Ave,,,,Norfolk St & Broome St,,,17211,Subscriber,1978,2
810,2013-06-01 16:54,,,3 Ave & Schermerhorn St,,,,Broadway & W 60 St,,,17541,Subscriber,1983,1
2745,2013-06-01 16:54,,,E 48 St & Madison Ave,,,,Bank St & Washington St,,,16056,Customer,NULL,0
1148,2013-06-01 16:54,,,W 14 St & The High Line,,,,W 59 St & 10 Ave,,,16795,Customer,NULL,0
2362,2013-06-01 16:54,,,8 Ave & W 31 St N,,,,W 45 St & 6 Ave (1),,,16322,Customer,NULL,0
787,2013-06-01 16:54,,,Clermont Ave & Lafayette Ave,,,,Willoughby Ave & Hall St,,,17411,Subscriber,1972,1
1826,2013-06-01 16:55,,,William St & Pine St,,,,2 Ave & E 31 St,,,20290,Customer,NULL,0
272,2013-06-01 16:52,,,Vesey Pl & River Terrace,,,,Warren St & Church St,,,16807,Subscriber,1960,1
310,2013-06-01 16:55,,,Christopher St & Greenwich St,,,,W 11 St & 6 Ave,,,15185,Subscriber,1990,1
545,2013-06-01 16:55,,,Suffolk St & Stanton St,,,,Lawrence St & Willoughby St,,,17617,Subscriber,1965,1
2195,2013-06-01 16:55,,,Broadway & W 56 St,,,,St Marks Pl & 1 Ave,,,14800,Subscriber,1984,2
601,2013-06-01 16:55,,,Bank St & Washington St,,,,E 51 St & Lexington Ave,,,17860,Subscriber,1988,1
567,2013-06-01 16:55,,,Bank St & Washington St,,,,W 20 St & 11 Ave,,,19056,Subscriber,1987,1
841,2013-06-01 16:55,,,8 Ave & W 31 St N,,,,Market St & Cherry St,,,16549,Subscriber,1957,1
1385,2013-06-01 16:55,,,Division St & Bowery,,,,NYCBS Depot - SSP,,,19525,Subscriber,1979,1
1249,2013-06-01 16:55,,,W 41 St & 8 Ave,,,,W 46 St & 11 Ave,,,18405,Customer,NULL,0
884,2013-06-01 16:55,,,W 54 St & 9 Ave,,,,E 27 St & 1 Ave,,,19232,Subscriber,1969,1
852,2013-06-01 16:55,,,Broadway & E 14 St,,,,Broadway & W 56 St,,,19603,Customer,NULL,0
2178,2013-06-01 16:55,,,E 39 St & 2 Ave,,,,South St & Gouverneur Ln,,,15713,Subscriber,1974,1
2666,2013-06-01 16:56,,,E 48 St & Madison Ave,,,,Bank St & Washington St,,,19097,Customer,NULL,0
419,2013-06-01 16:56,,,E 19 St & 3 Ave,,,,W 18 St & 6 Ave,,,16359,Subscriber,1971,1
1801,2013-06-01 16:56,,,9 Ave & W 45 St,,,,E 14 St & Avenue B,,,17339,Subscriber,1954,2
411,2013-06-01 16:56,,,8 Ave & W 31 St N,,,,W 18 St & 6 Ave,,,17232,Subscriber,1965,2
1774,2013-06-01 16:56,,,William St & Pine St,,,,2 Ave & E 31 St,,,17973,Customer,NULL,0
196,2013-06-01 16:53,,,E 4 St & 2 Ave,,,,E 4 St & 2 Ave,,,17886,Subscriber,1980,1
437,2013-06-01 16:56,,,Clinton Ave & Myrtle Ave,,,,Willoughby Ave & Walworth St,,,16026,Subscriber,1978,1
682,2013-06-01 16:56,,,Lafayette St & Jersey St N,,,,W 25 St & 6 Ave,,,18294,Customer,NULL,0
19983,2013-06-01 16:56,,,E 16 St & 5 Ave,,,,W 49 St & 8 Ave,,,18358,Customer,NULL,0
255,2013-06-01 16:56,,,Perry St & Bleecker St,,,,W 13 St & 6 Ave,,,15215,Subscriber,1977,2
441,2013-06-01 16:52,,,E 30 St & Park Ave S,,,,1 Ave & E 16 St,,,16648,Subscriber,1966,1
343,2013-06-01 16:56,,,E 12 St & 3 Ave,,,,Allen St & Rivington St,,,15154,Subscriber,1984,1
443,2013-06-01 16:56,,,E 20 St & FDR Drive,,,,Fulton St & Broadway,,,19877,Subscriber,1974,1
459,2013-06-01 16:57,,,John St & William St,,,,Howard St & Centre St,,,19627,Subscriber,1987,1
2530,2013-06-01 16:57,,,Broadway & Battery Pl,,,,Broadway & Battery Pl,,,16249,Subscriber,1974,2
309,2013-06-01 16:57,,,Adelphi St & Myrtle Ave,,,,Nassau St & Navy St,,,17721,Subscriber,1993,1
5014,2013-06-01 16:56,,,8 Ave & W 52 St,,,,Broadway & W 56 St,,,19563,Customer,NULL,0
758,2013-06-01 16:57,,,W 33 St & 7 Ave,,,,E 14 St & Avenue B,,,19669,Customer,NULL,0
3112,2013-06-01 16:57,,,Christopher St & Greenwich St,,,,E 6 St & Avenue D,,,20266,Customer,NULL,0
1188,2013-06-01 16:57,,,Clinton St & Grand St,,,,E 13 St & Avenue A,,,17913,Customer,NULL,0
1769,2013-06-01 16:58,,,Bus Slip & State St,,,,12 Ave & W 40 St,,,18710,Subscriber,1976,1
645,2013-06-01 16:58,,,Murray St & West St,,,,Murray St & West St,,,16506,Subscriber,1983,1
709,2013-06-01 16:58,,,Broadway & W 24 St,,,,E 23 St & 1 Ave,,,20170,Customer,NULL,0
206,2013-06-01 16:54,,,St Marks Pl & 2 Ave,,,,3969.TEMP (Bike The Branches - Central Branch),,,15483,Subscriber,1974,1
2771,2013-06-01 16:57,,,DeKalb Ave & Hudson Ave,,,,Jay St & Tech Pl,,,18006,Customer,NULL,0
1145,2013-06-01 16:58,,,Clinton St & Grand St,,,,Howard St & Centre St,,,16826,Customer,NULL,0
3189,2013-06-01 16:57,,,Washington Pl & 6 Ave,,,,Franklin St & W Broadway,,,15982,Subscriber,1967,1
719,2013-06-01 16:58,,,Mercer St & Spring St,,,,E 11 St & Broadway,,,17091,Subscriber,1978,1
879,2013-06-01 16:58,,,W 13 St & 7 Ave,,,,E 14 St & Avenue B,,,15683,Customer,NULL,0
720,2013-06-01 16:58,,,S 5 Pl & S 5 St,,,,S 5 Pl & S 5 St,,,19625,Customer,NULL,0
367,2013-06-01 16:58,,,W 20 St & 11 Ave,,,,W 14 St & The High Line,,,17055,Customer,NULL,0
1444,2013-06-01 16:58,,,E 10 St & 5 Ave,,,,E 55 St & Lexington Ave,,,19577,Subscriber,1976,2
957,2013-06-01 16:58,,,Christopher St & Greenwich St,,,,E 10 St & Avenue A,,,18931,Subscriber,1985,1
854,2013-06-01 16:58,,,Cliff St & Fulton St,,,,Madison St & Montgomery St,,,19511,Subscriber,1972,1
618,2013-06-01 16:58,,,E 39 St & 2 Ave,,,,W 45 St & 6 Ave (1),,,17358,Subscriber,1967,1
1343,2013-06-01 16:58,,,W 21 St & 6 Ave,,,,Allen St & Hester St,,,18074,Subscriber,1964,1
1468,2013-06-01 16:58,,,Pearl St & Anchorage Pl,,,,Duane St & Greenwich St,,,16540,Subscriber,1981,1
1110,2013-06-01 16:58,,,Cleveland Pl & Spring St,,,,E 2 St & Avenue C,,,15146,Customer,NULL,0
655,2013-06-01 16:58,,,Atlantic Ave & Fort Greene Pl,,,,E 17 St & Broadway,,,17167,Subscriber,1953,1
351,2013-06-01 16:59,,,Murray St & West St,,,,Leonard St & Church St,,,20038,Subscriber,1967,1
1949,2013-06-01 16:57,,,9 Ave & W 16 St,,,,Barclay St & Church St,,,20183,Subscriber,1978,2
943,2013-06-01 16:59,,,Leonard St & Church St,,,,Clinton St & Grand St,,,15049,Customer,NULL,0
728,2013-06-01 16:59,,,Stanton St & Chrystie St,,,,Carmine St & 6 Ave,,,15319,Subscriber,1990,2
2890,2013-06-01 16:59,,,9 Ave & W 18 St,,,,S 5 Pl & S 5 St,,,15960,Customer,NULL,0
1388,2013-06-01 16:59,,,LaGuardia Pl & W 3 St,,,,E 58 St & 3 Ave,,,19892,Customer,NULL,0
930,2013-06-01 16:59,,,9 Ave & W 22 St,,,,NULL,,,16780,Subscriber,1978,1
1407,2013-06-01 17:00,,,LaGuardia Pl & W 3 St,,,,Allen St & Rivington St,,,14968,Customer,NULL,0
702,2013-06-01 17:00,,,Broadway & W 29 St,,,,Little West St & 1 Pl,,,15206,Subscriber,1980,1
522,2013-06-01 17:00,,,Centre St & Worth St,,,,Allen St & Hester St,,,15647,Customer,NULL,0
2400,2013-06-01 17:00,,,E 48 St & Madison Ave,,,,E 51 St & Lexington Ave,,,18403,Customer,NULL,0
321,2013-06-01 17:00,,,Broadway & W 60 St,,,,Shevchenko Pl & E 7 St,,,18815,Subscriber,1981,2
1448,2013-06-01 17:00,,,E 17 St & Broadway,,,,E 31 St & 3 Ave,,,18855,Customer,NULL,0
317,2013-06-01 17:00,,,Broadway & W 60 St,,,,W 20 St & 11 Ave,,,17669,Subscriber,1974,1
2964,2013-06-01 17:00,,,Broadway & Battery Pl,,,,Kent Ave & S 11 St,,,19773,Subscriber,1988,1
1767,2013-06-01 17:00,,,Greenwich Ave & Charles St,,,,Metropolitan Ave & Bedford Ave,,,16523,Customer,NULL,0
854,2013-06-01 17:00,,,Allen St & Hester St,,,,S 5 Pl & S 5 St,,,15988,Customer,NULL,0
815,2013-06-01 17:00,,,Bank St & Hudson St,,,,Franklin St & W Broadway,,,15615,Customer,NULL,0
64648,2013-06-01 17:00,,,W 13 St & 6 Ave,,,,W 24 St & 7 Ave,,,17984,Subscriber,1987,1
191,2013-06-01 17:00,,,6 Ave & W 33 St,,,,W 14 St & The High Line,,,16014,Customer,NULL,0
4166,2013-06-01 17:00,,,9 Ave & W 22 St,,,,South End Ave & Liberty St,,,17397,Customer,NULL,0
473,2013-06-01 17:01,,,Cleveland Pl & Spring St,,,,Howard St & Centre St,,,15217,Customer,NULL,0
979,2013-06-01 17:01,,,Clinton St & Grand St,,,,E 13 St & Avenue A,,,16754,Customer,NULL,0
248,2013-06-01 17:01,,,E 56 St & 3 Ave,,,,E 56 St & 3 Ave,,,18148,Subscriber,1985,2
481,2013-06-01 17:02,,,Warren St & Church St,,,,Market St & Cherry St,,,18491,Subscriber,1960,1
1036,2013-06-01 17:02,,,Christopher St & Greenwich St,,,,Broadway & E 22 St,,,15175,Customer,NULL,0
920,2013-06-01 17:02,,,Cleveland Pl & Spring St,,,,E 24 St & Park Ave S,,,17677,Customer,NULL,0
1845,2013-06-01 17:02,,,University Pl & E 14 St,,,,W 54 St & 9 Ave,,,19888,Subscriber,1975,2
1928,2013-06-01 17:02,,,E 17 St & Broadway,,,,Broadway & W 56 St,,,17745,Subscriber,1958,1
1930,2013-06-01 17:02,,,E 17 St & Broadway,,,,Broadway & W 56 St,,,17607,Subscriber,1975,1
1012,2013-06-01 17:02,,,E 39 St & 3 Ave,,,,Broadway & E 22 St,,,17415,Customer,NULL,0
609,2013-06-01 17:02,,,Howard St & Centre St,,,,MacDougal St & Washington Sq,,,16139,Subscriber,1962,1
1692,2013-06-01 17:02,,,W 37 St & 10 Ave,,,,W 22 St & 8 Ave,,,20152,Subscriber,1968,1
426,2013-06-01 17:02,,,LaGuardia Pl & W 3 St,,,,Perry St & Bleecker St,,,16357,Customer,NULL,0
1790,2013-06-01 17:02,,,E 53 St & Madison Ave,,,,Washington Pl & 6 Ave,,,18903,Customer,NULL,0
3013,2013-06-01 17:02,,,York St & Jay St,,,,Washington Ave & Greene Ave,,,15069,Customer,NULL,0
5903,2013-06-01 17:02,,,Washington Ave & Greene Ave,,,,Atlantic Ave & Fort Greene Pl,,,19679,Subscriber,1963,2
64748,2013-06-01 17:02,,,Bond St & Schermerhorn St,,,,1 Ave & E 18 St,,,18293,Customer,NULL,0
638,2013-06-01 17:02,,,W 13 St & 6 Ave,,,,NULL,,,16485,Subscriber,1983,1
1967,2013-06-01 17:03,,,Pearl St & Hanover Square,,,,Laight St & Hudson St,,,17934,Customer,NULL,0
1790,2013-06-01 17:03,,,E 53 St & Madison Ave,,,,E 11 St & 1 Ave,,,19712,Customer,NULL,0
932,2013-06-01 17:03,,,Franklin St & W Broadway,,,,6 Ave & W 33 St,,,19376,Subscriber,1964,2
452,2013-06-01 17:03,,,Cadman Plaza West & Montague St,,,,W 20 St & 11 Ave,,,19798,Subscriber,1965,2
846,2013-06-01 17:03,,,Cleveland Pl & Spring St,,,,E 2 St & Avenue C,,,14884,Customer,NULL,0
1576,2013-06-01 17:03,,,E 51 St & Lexington Ave,,,,NULL,,,15199,Customer,NULL,0
328,2013-06-01 17:03,,,W 18 St & 6 Ave,,,,NULL,,,17732,Customer,NULL,0
891,2013-06-01 17:03,,,Franklin St & W Broadway,,,,6 Ave & W 33 St,,,18346,Subscriber,1958,1
1552,2013-06-01 17:03,,,11 Ave & W 27 St,,,,NULL,,,16800,Subscriber,1980,1
2162,2013-06-01 17:03,,,W 49 St & 8 Ave,,,,Carmine St & 6 Ave,,,16543,Customer,NULL,0
2176,2013-06-01 17:03,,,W 49 St & 8 Ave,,,,W 16 St & The High Line,,,16375,Customer,NULL,0
1157,2013-06-01 17:03,,,FDR Drive & E 35 St,,,,Grand Army Plaza & Central Park S,,,15951,Customer,NULL,0
331,2013-06-01 17:03,,,Washington Ave & Greene Ave,,,,Fulton St & Grand Ave,,,15587,Subscriber,1957,1
1895,2013-06-01 17:03,,,Pearl St & Hanover Square,,,,Laight St & Hudson St,,,15563,Customer,NULL,0
746,2013-06-01 17:03,,,Reade St & Broadway,,,,Allen St & Stanton St,,,18353,Subscriber,1960,2
874,2013-06-01 17:04,,,Greenwich St & Warren St,,,,FDR Drive & E 35 St,,,16110,Customer,NULL,0
985,2013-06-01 17:04,,,Greenwich St & W Houston St,,,,Broadway & Battery Pl,,,19213,Subscriber,1977,1
363,2013-06-01 17:04,,,Henry St & Grand St,,,,Canal St & Rutgers St,,,20131,Subscriber,1971,1
858,2013-06-01 17:04,,,8 Ave & W 31 St N,,,,FDR Drive & E 35 St,,,15329,Customer,NULL,0
928,2013-06-01 17:04,,,Mott St & Prince St,,,,Broadway & E 22 St,,,18698,Subscriber,1971,1
3518,2013-06-01 17:04,,,Old Fulton St,,,,Forsyth St & Broome St,,,19731,Customer,NULL,0
737,2013-06-01 17:04,,,E 17 St & Broadway,,,,Bank St & Hudson St,,,17101,Subscriber,1962,2
813,2013-06-01 17:04,,,E 51 St & Lexington Ave,,,,St Marks Pl & 2 Ave,,,15909,Subscriber,1972,1
912,2013-06-01 17:04,,,Old Fulton St,,,,Cadman Plaza E & Tillary St,,,14998,Subscriber,1987,1
239,2013-06-01 17:04,,,Monroe St & Bedford Ave,,,,Lefferts Pl & Franklin Ave,,,18994,Subscriber,1990,1
590,2013-06-01 17:05,,,E 20 St & 2 Ave,,,,E 13 St & Avenue A,,,17731,Subscriber,1966,1
10176,2013-06-01 17:05,,,Broadway & W 56 St,,,,Catherine St & Monroe St,,,18675,Customer,NULL,0
1097,2013-06-01 17:04,,,W 27 St & 7 Ave,,,,E 7 St & Avenue A,,,16097,Subscriber,1984,1
568,2013-06-01 17:05,,,Suffolk St & Stanton St,,,,Mercer St & Spring St,,,17040,Subscriber,1965,1
702,2013-06-01 17:05,,,9 Ave & W 16 St,,,,8 Ave & W 31 St N,,,19768,Customer,NULL,0
1474,2013-06-01 17:05,,,E 58 St & 3 Ave,,,,11 Ave & W 59 St,,,16324,Customer,NULL,0
586,2013-06-01 17:05,,,Bus Slip & State St,,,,Barclay St & Church St,,,16835,Subscriber,1980,1
1791,2013-06-01 17:05,,,Christopher St & Greenwich St,,,,NULL,,,18475,Customer,NULL,0
208,2013-06-01 17:05,,,W Broadway & Spring St,,,,W 38 St & 8 Ave,,,17710,Subscriber,1977,1
1215,2013-06-01 17:04,,,W 34 St & 11 Ave,,,,8 Ave & W 31 St N,,,15045,Subscriber,1957,1
1101,2013-06-01 17:06,,,8 Ave & W 31 St N,,,,Greenwich St & North Moore St,,,16550,Customer,NULL,0
1026,2013-06-01 17:06,,,FDR Drive & E 35 St,,,,Central Park S & 6 Ave,,,19128,Customer,NULL,0
13937,2013-06-01 17:06,,,W 54 St & 9 Ave,,,,Broadway & W 56 St,,,17464,Customer,NULL,0
411,2013-06-01 17:06,,,E 3 St & 1 Ave,,,,NULL,,,19035,Subscriber,1963,1
746,2013-06-01 17:05,,,Broadway & E 14 St,,,,LaGuardia Pl & W 3 St,,,19920,Customer,NULL,0
495,2013-06-01 17:06,,,William St & Pine St,,,,Murray St & West St,,,15347,Subscriber,1964,1
2069,2013-06-01 17:06,,,Duane St & Greenwich St,,,,NYCBS Depot - FAR,,,16199,Subscriber,1985,1
1510,2013-06-01 17:06,,,W 56 St & 6 Ave,,,,1 Ave & E 44 St,,,19471,Customer,NULL,0
519,2013-06-01 17:06,,,1 Ave & E 44 St,,,,E 15 St & 3 Ave,,,17497,Subscriber,1975,1
1289,2013-06-01 17:06,,,Broadway & W 36 St,,,,E 31 St & 3 Ave,,,18067,Customer,NULL,0
270,2013-06-01 17:07,,,E 2 St & Avenue B,,,,Cadman Plaza W & Pierrepont St,,,18548,Subscriber,1967,1
1464,2013-06-01 17:07,,,W 56 St & 6 Ave,,,,1 Ave & E 44 St,,,14611,Customer,NULL,0
460,2013-06-01 17:07,,,W 20 St & 11 Ave,,,,W 18 St & 6 Ave,,,19623,Subscriber,1983,1
2157,2013-06-01 17:07,,,Mott St & Prince St,,,,Broadway & W 51 St,,,18843,Customer,NULL,0
674,2013-06-01 17:07,,,Broadway & E 14 St,,,,LaGuardia Pl & W 3 St,,,19466,Customer,NULL,0
689,2013-06-01 17:07,,,E 30 St & Park Ave S,,,,E 58 St & 3 Ave,,,14604,Subscriber,1952,1
820,2013-06-01 17:07,,,W 20 St & 8 Ave,,,,Allen St & Stanton St,,,19741,Subscriber,1984,2
397,2013-06-01 17:07,,,W 14 St & The High Line,,,,NULL,,,15812,Subscriber,1983,1
1574,2013-06-01 17:07,,,West Thames St,,,,Watts St & Greenwich St,,,17265,Subscriber,1985,2
806,2013-06-01 17:07,,,W 46 St & 11 Ave,,,,W 14 St & The High Line,,,19887,Subscriber,1988,1
3335,2013-06-01 17:07,,,E 27 St & 1 Ave,,,,Forsyth St & Broome St,,,16940,Customer,NULL,0
1547,2013-06-01 17:07,,,West Thames St,,,,Watts St & Greenwich St,,,18542,Subscriber,1982,1
308,2013-06-01 17:08,,,Little West St & 1 Pl,,,,E 10 St & Avenue A,,,20117,Subscriber,1972,1
912,2013-06-01 17:08,,,W 20 St & 8 Ave,,,,MacDougal St & Prince St,,,17220,Customer,NULL,0
2705,2013-06-01 17:08,,,Water - Whitehall Plaza,,,,Stanton St & Chrystie St,,,19414,Customer,NULL,0
2241,2013-06-01 17:08,,,DeKalb Ave & Hudson Ave,,,,Hicks St & Montague St,,,19789,Customer,NULL,0
752,2013-06-01 17:08,,,E 39 St & 2 Ave,,,,W 37 St & 5 Ave,,,17177,Subscriber,1944,1
2546,2013-06-01 17:08,,,Lexington Ave & E 24 St,,,,Fulton St & Grand Ave,,,16175,Subscriber,1977,1
1375,2013-06-01 17:08,,,Great Jones St,,,,Laight St & Hudson St,,,18890,Customer,NULL,0
2215,2013-06-01 17:08,,,Broadway & W 56 St,,,,Broadway & W 24 St,,,17369,Customer,NULL,0
417,2013-06-01 17:07,,,W 11 St & 6 Ave,,,,W 20 St & 7 Ave,,,15185,Subscriber,1971,1
1863,2013-06-01 17:08,,,Bank St & Washington St,,,,9 Ave & W 22 St,,,16875,Subscriber,1963,1
83370,2013-06-01 17:08,,,W 52 St & 11 Ave,,,,Warren St & Church St,,,17212,Subscriber,1989,2
425,2013-06-01 17:08,,,Pearl St & Hanover Square,,,,Pershing Square South,,,18049,Subscriber,1983,1
975,2013-06-01 17:08,,,Stanton St & Chrystie St,,,,W 15 St & 7 Ave,,,17646,Customer,NULL,0
1189,2013-06-01 17:08,,,Clermont Ave & Park Ave,,,,Fulton St & Washington Ave,,,16739,Customer,NULL,0
990,2013-06-01 17:08,,,Stanton St & Chrystie St,,,,W 15 St & 7 Ave,,,20053,Customer,NULL,0
129,2013-06-01 17:09,,,E 14 St & Avenue B,,,,W 39 St & 9 Ave,,,15408,Customer,NULL,0
1605,2013-06-01 17:09,,,E 17 St & Broadway,,,,W 52 St & 9 Ave,,,15664,Subscriber,1964,1
3711,2013-06-01 17:09,,,S 3 St & Bedford Ave,,,,W 14 St & The High Line,,,18035,Customer,NULL,0
2143,2013-06-01 17:09,,,DeKalb Ave & Hudson Ave,,,,MacDougal St & Prince St,,,16963,Customer,NULL,0
1388,2013-06-01 17:09,,,Spruce St & Nassau St,,,,West Thames St,,,15613,Subscriber,1956,1
3702,2013-06-01 17:09,,,W 37 St & 5 Ave,,,,W 14 St & The High Line,,,17427,Customer,NULL,0
1767,2013-06-01 17:09,,,Carmine St & 6 Ave,,,,Allen St & Rivington St,,,18551,Customer,NULL,0
2115,2013-06-01 17:09,,,DeKalb Ave & Hudson Ave,,,,MacDougal St & Prince St,,,17390,Customer,NULL,0
1364,2013-06-01 17:09,,,Howard St & Centre St,,,,2 Ave & E 58 St,,,15217,Subscriber,1986,2
1165,2013-06-01 17:09,,,Clermont Ave & Park Ave,,,,Fulton St & Washington Ave,,,16749,Customer,NULL,0
1719,2013-06-01 17:09,,,E 17 St & Broadway,,,,W 56 St & 6 Ave,,,18279,Customer,NULL,0
5222,2013-06-01 17:10,,,W 18 St & 6 Ave,,,,Greenwich St & Warren St,,,19774,Subscriber,1981,1
1697,2013-06-01 17:10,,,E 17 St & Broadway,,,,W 56 St & 6 Ave,,,19047,Customer,NULL,0
356,2013-06-01 17:10,,,E 16 St & 5 Ave,,,,Rivington St & Chrystie St,,,17090,Subscriber,1979,2
795,2013-06-01 17:10,,,Ashland Pl & Hanson Pl,,,,NULL,,,19188,Customer,NULL,0
314,2013-06-01 17:10,,,W 4 St & 7 Ave S,,,,W 52 St & 11 Ave,,,18515,Subscriber,1979,1
823,2013-06-01 17:10,,,Cherry St,,,,NULL,,,17410,Subscriber,1963,1
25666,2013-06-01 17:10,,,W 27 St & 7 Ave,,,,NYCBS Depot - FAR,,,20160,Subscriber,1970,1
1114,2013-06-01 17:10,,,W 25 St & 6 Ave,,,,St Marks Pl & 1 Ave,,,18294,Subscriber,1987,2
1244,2013-06-01 17:10,,,Forsyth St & Canal St,,,,Lafayette Ave & Classon Ave,,,16559,Customer,NULL,0
788,2013-06-01 17:10,,,W 14 St & The High Line,,,,Little West St & 1 Pl,,,19378,Customer,NULL,0
1086,2013-06-01 17:10,,,E 3 St & 1 Ave,,,,Little West St & 1 Pl,,,18394,Customer,NULL,0
794,2013-06-01 17:06,,,Carmine St & 6 Ave,,,,Cleveland Pl & Spring St,,,18799,Subscriber,1968,1
484,2013-06-01 17:10,,,E 3 St & 1 Ave,,,,E 5 St & Avenue C,,,16779,Customer,NULL,0
1179,2013-06-01 17:11,,,W 49 St & 8 Ave,,,,E 24 St & Park Ave S,,,16106,Customer,NULL,0
901,2013-06-01 17:11,,,W 27 St & 7 Ave,,,,W 49 St & 8 Ave,,,16631,Subscriber,1969,2
887,2013-06-01 17:11,,,Lafayette Ave & Fort Greene Pl,,,,Willoughby Ave & Walworth St,,,19473,Subscriber,1981,1
736,2013-06-01 17:11,,,Ashland Pl & Hanson Pl,,,,Cadman Plaza W & Pierrepont St,,,18930,Customer,NULL,0
335,2013-06-01 17:11,,,South End Ave & Liberty St,,,,NULL,,,16369,Subscriber,1991,1
375,2013-06-01 17:11,,,8 Ave & W 31 St N,,,,W 39 St & 9 Ave,,,16897,Customer,NULL,0
1188,2013-06-01 17:11,,,Bank St & Washington St,,,,Laight St & Hudson St,,,17670,Customer,NULL,0
587,2013-06-01 17:11,,,E 14 St & Avenue B,,,,Broadway & W 24 St,,,15377,Subscriber,1986,2
924,2013-06-01 17:11,,,W 37 St & 10 Ave,,,,W 22 St & 8 Ave,,,15149,Customer,NULL,0
405,2013-06-01 17:10,,,Cadman Plaza West & Montague St,,,,St Marks Pl & 2 Ave,,,15877,Subscriber,1970,1
466,2013-06-01 17:12,,,Greenwich Ave & Charles St,,,,NULL,,,15608,Subscriber,1992,1
623,2013-06-01 17:12,,,University Pl & E 14 St,,,,Mercer St & Spring St,,,20302,Subscriber,1983,1
565,2013-06-01 17:12,,,W 13 St & 6 Ave,,,,Broadway & W 24 St,,,15215,Subscriber,1981,1
825,2013-06-01 17:12,,,Bank St & Washington St,,,,W 43 St & 10 Ave,,,17193,Subscriber,1959,2
434,2013-06-01 17:12,,,W 37 St & 10 Ave,,,,W 45 St & 6 Ave (1),,,18322,Subscriber,1981,1
